PersonId,MetricDate,Total GitHub AI Credits used,PeopleHistoricalId
02995d49-90df-31cf-97ba-5c229a76711f,2026-04-06,63.144429,02995d49-90df-31cf-97ba-5c229a76711f1784160000
04f49ac6-5f35-3df9-b623-c026f24561e1,2026-04-06,7.833098,04f49ac6-5f35-3df9-b623-c026f24561e11784160000
06e33f1d-dda0-31b8-915e-bde6cf9b4012,2026-04-06,32.618774,06e33f1d-dda0-31b8-915e-bde6cf9b40121784160000
0bd9c8a1-cf25-3dfe-9380-6143b1183f53,2026-04-06,130.275698,0bd9c8a1-cf25-3dfe-9380-6143b1183f531784160000
0d66e094-d57b-3221-bdb4-ff9f2a6fa6b6,2026-04-06,94.057205,0d66e094-d57b-3221-bdb4-ff9f2a6fa6b61784160000
12b66c85-8f8c-33d0-82bb-725890efa8da,2026-04-06,50.355672,12b66c85-8f8c-33d0-82bb-725890efa8da1784160000
15d19e1d-74b8-3948-867f-63a4a1188539,2026-04-06,8.656038,15d19e1d-74b8-3948-867f-63a4a11885391784160000
15f19ccf-5f54-370e-914a-19ef0d6e7bfe,2026-04-06,27.72119,15f19ccf-5f54-370e-914a-19ef0d6e7bfe1784160000
17e9c47e-62ba-33a6-96e1-95ad3c636d22,2026-04-06,10.798431,17e9c47e-62ba-33a6-96e1-95ad3c636d221784160000
1c3f0a45-334a-3810-b02a-7ba9181fca95,2026-04-06,37.468895,1c3f0a45-334a-3810-b02a-7ba9181fca951784160000
1e77b604-3a35-382d-aef0-2546310e4c08,2026-04-06,60.401393,1e77b604-3a35-382d-aef0-2546310e4c081784160000
2111daa9-5dbb-36aa-b675-efab46559d5d,2026-04-06,33.502065,2111daa9-5dbb-36aa-b675-efab46559d5d1784160000
21e18788-026e-37c1-9a0a-259c58a0fc50,2026-04-06,25.191335,21e18788-026e-37c1-9a0a-259c58a0fc501784160000
221e9e1f-4d97-3377-bd33-6a1b0c96bccd,2026-04-06,58.75844,221e9e1f-4d97-3377-bd33-6a1b0c96bccd1784160000
226055f6-f55e-381a-9363-c4f462e58856,2026-04-06,26.734198,226055f6-f55e-381a-9363-c4f462e588561784160000
2331b8d4-3563-3b2b-8bf1-ee54a482c609,2026-04-06,35.405531,2331b8d4-3563-3b2b-8bf1-ee54a482c6091784160000
29768e10-7435-3d69-8503-a6f77e57bdcd,2026-04-06,30.269315,29768e10-7435-3d69-8503-a6f77e57bdcd1784160000
2fdf5375-31c8-3c6a-9cf3-12465dbec4a5,2026-04-06,8.062515,2fdf5375-31c8-3c6a-9cf3-12465dbec4a51784160000
32da1b1b-0d42-3b01-a03e-3891e0cc9afd,2026-04-06,15.155801,32da1b1b-0d42-3b01-a03e-3891e0cc9afd1784160000
33a96067-0e23-3bf3-8d10-cbec5a261a65,2026-04-06,4.178971,33a96067-0e23-3bf3-8d10-cbec5a261a651784160000
36609ac4-6206-306e-8839-af98e2ad9c27,2026-04-06,45.366769,36609ac4-6206-306e-8839-af98e2ad9c271784160000
36f0982a-ff58-3c66-9847-439d640e7d96,2026-04-06,51.287628,36f0982a-ff58-3c66-9847-439d640e7d961784160000
3c828a67-8a44-3a18-a2db-213948c73e01,2026-04-06,39.43027,3c828a67-8a44-3a18-a2db-213948c73e011784160000
3e7f3808-bc28-36c7-8251-a028f5ff5644,2026-04-06,86.678658,3e7f3808-bc28-36c7-8251-a028f5ff56441784160000
3f3adad3-22df-3188-a572-bab43c8f0258,2026-04-06,51.487819,3f3adad3-22df-3188-a572-bab43c8f02581784160000
423348ca-0838-3372-a616-b4cda0468666,2026-04-06,31.787574,423348ca-0838-3372-a616-b4cda04686661784160000
45646b0b-1f90-30c9-a31e-8ff3ce71468c,2026-04-06,87.130167,45646b0b-1f90-30c9-a31e-8ff3ce71468c1784160000
458e61b5-010d-3520-8683-4ea9ccc7bf9a,2026-04-06,19.23601,458e61b5-010d-3520-8683-4ea9ccc7bf9a1784160000
4b40a745-e9ad-334f-ab03-4ab6ccf8c4fb,2026-04-06,5.388318,4b40a745-e9ad-334f-ab03-4ab6ccf8c4fb1784160000
4d62a2a6-a8bb-3084-8568-8b0c0e6c53f9,2026-04-06,22.872905,4d62a2a6-a8bb-3084-8568-8b0c0e6c53f91784160000
4d843361-b5aa-3b6a-88aa-b89d091cd523,2026-04-06,27.926353,4d843361-b5aa-3b6a-88aa-b89d091cd5231784160000
4d8e0306-9402-312c-8735-520e75542ddf,2026-04-06,18.536437,4d8e0306-9402-312c-8735-520e75542ddf1784160000
4f2065c7-ece7-384a-a5f8-b1eda61e6331,2026-04-06,31.396961,4f2065c7-ece7-384a-a5f8-b1eda61e63311784160000
4f630062-21f6-3266-9acd-c0827dbf5c05,2026-04-06,12.965963,4f630062-21f6-3266-9acd-c0827dbf5c051784160000
5060be3d-9bbb-3f4e-955c-625e4390c6b7,2026-04-06,1.360589,5060be3d-9bbb-3f4e-955c-625e4390c6b71784160000
52412506-0a36-3bbc-b4ff-9579aa41f9b1,2026-04-06,8.968408,52412506-0a36-3bbc-b4ff-9579aa41f9b11784160000
525519ab-5701-3792-8bdb-c46a264d9b63,2026-04-06,35.944766,525519ab-5701-3792-8bdb-c46a264d9b631784160000
52640a3d-22e2-3399-b4f7-aeeb5f284536,2026-04-06,65.437586,52640a3d-22e2-3399-b4f7-aeeb5f2845361784160000
55ad8c29-20dc-320f-8c21-ac3dfd7685ea,2026-04-06,47.509114,55ad8c29-20dc-320f-8c21-ac3dfd7685ea1784160000
5656dbc0-5497-3227-a829-fd8eb574450e,2026-04-06,16.56381,5656dbc0-5497-3227-a829-fd8eb574450e1784160000
56ab4ff8-d4a1-314d-82eb-cc5055b8d77c,2026-04-06,2.353905,56ab4ff8-d4a1-314d-82eb-cc5055b8d77c1784160000
5a3caea3-a6eb-3d9f-8553-ca013793121a,2026-04-06,9.52894,5a3caea3-a6eb-3d9f-8553-ca013793121a1784160000
5d21d7da-3e33-3ab4-99ef-3ca2c2ff2c69,2026-04-06,72.802606,5d21d7da-3e33-3ab4-99ef-3ca2c2ff2c691784160000
5de859d5-b06b-3878-b7f0-64c4e91191df,2026-04-06,2.5077,5de859d5-b06b-3878-b7f0-64c4e91191df1784160000
5e3944b2-ebae-3f0f-9a92-b3fe6feac3a0,2026-04-06,16.557507,5e3944b2-ebae-3f0f-9a92-b3fe6feac3a01784160000
6001b0b7-96fc-3fe1-aef1-329c8e2f62ce,2026-04-06,41.422037,6001b0b7-96fc-3fe1-aef1-329c8e2f62ce1784160000
617065f0-5c37-32d6-a3d6-dc223ac898b3,2026-04-06,21.147719,617065f0-5c37-32d6-a3d6-dc223ac898b31784160000
64b0ba20-1b28-3b6c-9ffc-402714ee0245,2026-04-06,18.271346,64b0ba20-1b28-3b6c-9ffc-402714ee02451784160000
677911e4-74ab-36e6-b2e8-9e7f977232fd,2026-04-06,19.944053,677911e4-74ab-36e6-b2e8-9e7f977232fd1784160000
6a5b5baa-1f05-3d64-a1f4-6971499443c4,2026-04-06,20.019743,6a5b5baa-1f05-3d64-a1f4-6971499443c41784160000
6a620372-f31e-349c-b6c6-0e040a3edb64,2026-04-06,28.351928,6a620372-f31e-349c-b6c6-0e040a3edb641784160000
6b3330d9-5d0e-3837-aa46-e24936a10db4,2026-04-06,13.128404,6b3330d9-5d0e-3837-aa46-e24936a10db41784160000
6caa45a8-6d83-3033-a787-c79085beec37,2026-04-06,49.373824,6caa45a8-6d83-3033-a787-c79085beec371784160000
7254494c-fbeb-3dc4-80ee-30c6f6c22599,2026-04-06,11.846726,7254494c-fbeb-3dc4-80ee-30c6f6c225991784160000
72e3323e-cebd-3aa6-a736-9022afb37e21,2026-04-06,60.818795,72e3323e-cebd-3aa6-a736-9022afb37e211784160000
745d78f2-7f7a-3cdd-af4f-c4c3f0a18dbb,2026-04-06,30.967727,745d78f2-7f7a-3cdd-af4f-c4c3f0a18dbb1784160000
746adeaf-1420-3eac-8391-92cd9b01c8b9,2026-04-06,11.603337,746adeaf-1420-3eac-8391-92cd9b01c8b91784160000
779e581c-a821-3108-9ebe-a92f9dcfc74c,2026-04-06,71.525563,779e581c-a821-3108-9ebe-a92f9dcfc74c1784160000
7a81ce3b-6d3e-3961-8d22-eadf3f5ec0bc,2026-04-06,12.508892,7a81ce3b-6d3e-3961-8d22-eadf3f5ec0bc1784160000
