PersonId,ServiceId,ServiceName,SpendingPolicyId,MetricDate,Session count,Spending policy limit,Total Copilot Credits used,User limit,PeopleHistoricalId
02995d49-90df-31cf-97ba-5c229a76711f,6e690297-2160-3d81-ae4c-e591cdd82330,WorkIQ,046db97d-d30d-3459-9091-7573e1cbf240,2026-04-06,1,25000,73.1629799,880,02995d49-90df-31cf-97ba-5c229a76711f1784160000
030041c0-f398-3572-9c7e-3edf3d9d2ea3,eb5bc859-6d4e-382c-acdf-3ed6a9564001,Cowork,046db97d-d30d-3459-9091-7573e1cbf240,2026-04-06,1,25000,32.5284475,1613,030041c0-f398-3572-9c7e-3edf3d9d2ea31784160000
030041c0-f398-3572-9c7e-3edf3d9d2ea3,6e690297-2160-3d81-ae4c-e591cdd82330,WorkIQ,046db97d-d30d-3459-9091-7573e1cbf240,2026-04-06,3,25000,124.515425,1613,030041c0-f398-3572-9c7e-3edf3d9d2ea31784160000
030bb81c-acaf-3231-afd0-45578846dc06,bee56f40-b0da-37e7-9f24-e715843b3db7,Researcher,00000000-0000-0000-0000-000000000000,2026-04-06,3,,142.4326862,,030bb81c-acaf-3231-afd0-45578846dc061784160000
03b0bf44-cd94-31c8-a8e0-18baa15adee6,6e690297-2160-3d81-ae4c-e591cdd82330,WorkIQ,00000000-0000-0000-0000-000000000000,2026-04-06,1,,38.6425724,,03b0bf44-cd94-31c8-a8e0-18baa15adee61784160000
03f2a73d-c392-39e9-922e-4f78b7dde251,c9738162-561c-32e1-8f24-ea0fb8ca7032,Analyst,00000000-0000-0000-0000-000000000000,2026-04-06,1,,27.8080387,,03f2a73d-c392-39e9-922e-4f78b7dde2511784160000
03f2a73d-c392-39e9-922e-4f78b7dde251,6e690297-2160-3d81-ae4c-e591cdd82330,WorkIQ,00000000-0000-0000-0000-000000000000,2026-04-06,3,,74.8631346,,03f2a73d-c392-39e9-922e-4f78b7dde2511784160000
040272dc-b399-3229-ad84-d8ffd348c20b,6e690297-2160-3d81-ae4c-e591cdd82330,WorkIQ,00000000-0000-0000-0000-000000000000,2026-04-06,6,,349.762998,,040272dc-b399-3229-ad84-d8ffd348c20b1784160000
057fdb65-c9a6-3187-8665-02f02f57f581,c9738162-561c-32e1-8f24-ea0fb8ca7032,Analyst,046db97d-d30d-3459-9091-7573e1cbf240,2026-04-06,1,25000,67.0409043,1758,057fdb65-c9a6-3187-8665-02f02f57f5811784160000
057fdb65-c9a6-3187-8665-02f02f57f581,6e690297-2160-3d81-ae4c-e591cdd82330,WorkIQ,046db97d-d30d-3459-9091-7573e1cbf240,2026-04-06,4,25000,336.1163435,1758,057fdb65-c9a6-3187-8665-02f02f57f5811784160000
