"PersonId","MetricDate","Email_hours","Chat_hours","Meeting_hours","Unscheduled_call_hours","Channel_message_hours","Collaboration_hours","Active_connected_hours","External_collaboration_hours","Emails_sent","Chats_sent","Meetings","Calls","After_hours_collaboration_hours","After_hours_meeting_hours","After_hours_email_hours","After_hours_chat_hours","Weekend_collaboration_hours","Collaboration_span","month_key","Internal_network_size","External_network_size","Strong_ties","Diverse_ties","Network_outside_organization","Organization","FunctionType","LevelDesignation","IsManager"
"PID0001",2026-01-04,3.92732838237939,2.66804903507295,8.26947565981331,1.35332465614274,0.517298773574488,15.3966383864242,20.9227065392022,1.24760157778604,24,67,7,1,1.59338357051941,0.527147028612434,0.396713128344276,0.438033830806322,1.13904170141651,10.06798140752,"2026-01",54,12,22,11,5,"Business Unit E","Finance","Senior Manager","Yes"
"PID0001",2026-01-11,4.80892515827833,2.59190018874064,8.55573528352065,1.20263845595232,0.992403080280949,16.6994739934311,21.4750886057185,2.61481205381792,33,66,6,1,2.10040470754812,0.840832251458898,0.653613802447609,0.665598709143704,0.814273307497674,8.45345155026999,"2026-01",54,12,22,11,5,"Business Unit E","Finance","Senior Manager","Yes"
"PID0001",2026-01-18,5.23324622518682,3.41861605049376,5.45383711147991,1.06138107513484,0.542048671269393,14.4523988028795,18.6233601603545,1.82258025193238,44,92,9,4,1.18775605951515,0.343559904817207,0.230844530954798,0.274129014821543,0.787781113688871,8.48940613418254,"2026-01",54,12,22,11,5,"Business Unit E","Finance","Senior Manager","Yes"
"PID0001",2026-01-25,5.34086547184571,2.02599128349985,7.27286641243648,0.95127903241236,0.51068999270505,14.8135568174675,19.8393859374815,2.34244081965922,62,48,8,2,1.27996896568818,0.22604458443434,0.314379276891898,0.326956360144566,0.591879538121936,7.39632807869314,"2026-01",54,12,22,11,5,"Business Unit E","Finance","Senior Manager","Yes"
"PID0001",2026-02-01,2.87238201219579,2.17912632616945,3.80303261848771,0.488734073400142,0.467477069334746,9.02589193162081,11.6048743006159,1.3741072894144,18,52,6,0,1.35524081604927,0.595329879418341,0.353654639079334,0.181685680574783,0.487518080291774,12.0407318075019,"2026-02",63,12,22,14,4,"Business Unit E","Finance","Senior Manager","Yes"
"PID0001",2026-02-08,4.67469605389022,2.81565958145392,6.12761135533914,1.317040466547,1.0153735094698,14.6743504893641,19.1566696212715,1.57088916364898,41,59,7,3,1.99187038015794,0.82593646147401,0.698012281566722,0.356353349821596,0.7464641547553,9.10807982114462,"2026-02",63,12,22,14,4,"Business Unit E","Finance","Senior Manager","Yes"
"PID0001",2026-02-15,4.56139377034662,4.01272111189013,8.51742643023404,1.09861208156203,0.863761556132739,17.5296017541523,22.3238281027351,2.9819595374528,33,104,9,4,2.00963548629615,0.76062109795961,0.860404643317379,0.4922471868833,0.463193345313064,9.43592695499204,"2026-02",63,12,22,14,4,"Business Unit E","Finance","Senior Manager","Yes"
"PID0001",2026-02-22,3.89813087701369,3.85561202469431,6.3330914435704,1.2331317014893,0.556958031264629,14.6067701517897,19.2026128457342,2.40488229761747,22,106,9,2,1.20458592550177,0.358556335789152,0.310512407531866,0.280743802569141,0.456076452136766,10.2677399535422,"2026-02",63,12,22,14,4,"Business Unit E","Finance","Senior Manager","Yes"
"PID0001",2026-03-01,5.91263450412021,2.92762374662502,6.68332416688822,1.24938083281559,0.380567247085071,15.7812480577314,19.9181630898373,2.23825139633137,53,81,6,3,1.42595144878646,0.53374443662732,0.462294571526488,0.583542795845837,0.742810076148965,9.40825296414944,"2026-03",60,12,20,11,5,"Business Unit E","Finance","Senior Manager","Yes"
"PID0001",2026-03-08,6.52485481581261,4.17080181687369,9.03364351582365,0.952654085576752,1.43103986261662,20.3439545689671,25.6078209899664,2.80532730771861,33,100,13,2,1.54342278872812,0.639356409442335,0.616470058530752,0.572712077714196,0.691997820942094,9.24619543200794,"2026-03",60,12,20,11,5,"Business Unit E","Finance","Senior Manager","Yes"
"PID0001",2026-03-15,5.2396080564833,3.82425977519273,10.3931769330254,1.15212432709224,0.38826584837806,19.317640144958,24.1004326837159,2.50457935578801,41,98,11,0,1.67316391989998,0.562936949561452,0.662660607563172,0.414794652596818,1.16011370115548,9.86137478424598,"2026-03",60,12,20,11,5,"Business Unit E","Finance","Senior Manager","Yes"
"PID0001",2026-03-22,6.02927894345864,3.395400108229,7.85014519549962,1.06225353111669,0.511119638315749,17.3403416232901,20.484007037949,2.22162709996758,48,78,7,2,1.86274683689465,0.481165264515594,0.398459820788365,0.269400273194519,1.3077096862343,8.33289011405757,"2026-03",60,12,20,11,5,"Business Unit E","Finance","Senior Manager","Yes"
"PID0001",2026-03-29,4.16513089302125,2.33673134259357,5.85266562474385,0.738291708775995,0.528192904255983,12.5313314755194,16.9895183701699,1.78762990590193,23,67,5,2,1.05950978100819,0.2796595178549,0.32244015709765,0.259503398225871,0.825057190593326,9.79438124033944,"2026-03",60,12,20,11,5,"Business Unit E","Finance","Senior Manager","Yes"
