PersonID,LevelDesignation,Tenure,Region,Function,Org,Internal Network Size,External Network Size,Strong Ties,Diverse Ties,External Collaboration Hours,After-hours Meeting Hours,After-hours Email Hours,Available-to-focus Hours,Calendared Learning Time,Active Connected Hours,External 1:1 Meeting Hours,Weekend Collaboration Hours,Uninterrupted Hours,GitHub Copilot Usage,M365 Copilot Usage,Teams Copilot Usage,Coding Productivity
1,Principal,0.4181785629600008,India,Data Scientist,Org C,54.28790639938724,39.10732416524567,16.958882611734712,17.725389509907515,4.920115772832271,1.6553387140379816,2.461300466554383,12.594846514034911,1.845635927226117,43.25115754724773,0.2977758745833683,2.1154091359055753,17.866706059245693,7,6,6,82.59863378092565
2,Junior,3.7170617505635133,India,Developer,Org A,46.588920974512824,30.224103322871112,11.695696188865728,24.296274494242965,7.072395502024221,2.0123650951365324,0.0,6.603631508717022,3.033628335487516,35.09377025699665,1.454995173797262,1.068097931402749,27.724587858261973,3,6,2,75.95223587341684
3,Principal,2.6415277824465115,India,PM,Org B,48.33530871764771,28.30056856071627,16.25346208011376,21.276919081298317,6.64890360045497,2.103121834108056,4.712338098415083,10.518526931849063,2.5665024550552187,35.62454122312489,1.2945776056094322,0.645936567995776,21.82827481452466,0,2,2,0.0
4,Principal,20.1932108300796,China,PM,Org C,52.11878678651823,42.033714262639386,10.940129238532618,17.996326422167826,5.165400007277141,0.2694938913809095,1.4134447396466165,11.398054690040153,1.6923105634930984,44.37918664382852,1.2787280002363373,0.0,27.658744201048673,0,4,4,0.0
5,Junior,0.5941367284870245,Europe,Data Scientist,Org C,41.044439064536654,29.918674234057786,20.92126708015733,27.759796971447553,4.761551287468191,2.753693899554011,3.8198537442933835,10.395367474634009,1.8449513411483685,46.6581771498392,0.3390864441261038,1.1502737242004988,27.57123195537189,4,3,3,79.0785466877246
6,Junior,2.5362899687121523,China,Data Scientist,Org A,59.9600865938867,32.37091551403709,12.050111546236938,31.699850245976602,6.839496957980853,2.1294936528960946,4.156250941685346,10.448237454762666,2.166865247441655,36.790015027733325,0.9250182994449319,0.0,27.35966893137466,5,5,4,81.5991111316458
7,Principal,17.445298320633576,Europe,Data Scientist,Org C,52.88653930807484,31.986191463291565,18.305512678674845,12.52554529859798,3.5730513637859227,0.9446137786582662,3.5012364328097325,13.60729271733868,-0.051022488526097476,47.12225247453637,0.8053471896232147,1.1623198705733244,24.55740340627666,5,5,6,80.54236573391293
8,Senior,10.031220309840773,India,Data Scientist,Org C,50.74776267921968,16.995205066724388,8.676163584072405,23.13506042126307,1.9867743417132124,3.799064234023653,3.7049603104978273,4.960282760485314,2.9469748008755055,38.8521991349814,1.051403192229713,1.7297690874389706,30.264365440970966,7,6,6,79.97485341658094
9,Principal,8.493315170180898,North America,Developer,Org B,61.92496559031471,32.30728918972849,18.905869283053455,38.53933764611831,1.9754040166320088,1.653415418381181,5.019179627847445,10.374901572375055,1.8816199249458698,43.57141988050687,1.2642564404029746,0.9914696564297676,27.041232025053738,6,7,6,85.10039905318212
10,Principal,1.4913754176675231,China,PM,Org B,48.7988635678863,25.49846380447814,10.168079653658998,21.681233246301165,3.4072510498209816,1.7183526177450692,1.8113768822505425,6.372555601362162,2.981917163268892,45.7273349327967,0.7432014747823288,1.0950531464246398,26.286063784910226,0,5,3,0.0
11,Principal,0.9369976639324378,North America,Data Scientist,Org A,48.17579002847583,18.63077487883503,16.305884034872545,20.69265581698566,6.3193045975545,2.641709245191327,3.246753885065259,12.272832810778931,2.3882006135519562,32.59116075513209,0.7620082378373885,1.4578323482420348,21.262356595846885,7,5,5,79.3574542463715
12,Principal,5.5227979934089175,China,Developer,Org B,45.15371235996036,25.862903356409902,20.11600486673993,19.665596360638318,4.154402290780273,3.8840011375698578,2.662341892980246,7.486199252890852,1.8374403825249301,42.257193832667376,1.3399639182676593,1.3347671217780028,26.584364019439086,6,6,6,80.65562913398574
13,Junior,13.251925474799776,India,Data Scientist,Org A,53.43067008925935,25.796889042904432,14.000085507216104,22.94108910494445,5.409032005622452,2.681039596044522,0.2406524282668454,2.582663025716956,2.197548628050149,47.143212720072775,0.43525001860841717,1.5802492447050156,32.91484273695208,3,4,3,77.42178534205888
14,Principal,4.068252109523711,China,Data Scientist,Org A,53.084501083315146,38.23906031304265,9.854165446270335,24.5293949992993,4.009407858237862,2.8261098366938704,3.4294999948005134,12.344402242742351,2.200910937328415,37.19667489819669,0.6266692817896519,0.9904106874164291,19.439270058434868,6,6,6,81.29878781847788
15,Senior,4.238637807292933,India,PM,Org A,43.337157994900934,21.489683071183748,17.484062535679605,12.531398754984904,4.025285268032068,0.9983781345096021,4.8768758947870285,9.194886118123094,3.4761900997298043,34.71709282211383,1.0029184160170204,0.0,27.920424391997997,1,1,4,0.0
16,Junior,1.642375154053254,China,Data Scientist,Org C,48.223060228866,23.681220487605962,10.79509300506726,19.84109823026703,2.9490726509776928,2.0869597020371695,5.064501238015792,11.069888848304807,2.0626544927786576,42.47392717665049,1.4498601865147671,1.588008845892031,28.42495727839576,3,5,4,76.78823512106223
17,Senior,7.337368792060443,India,PM,Org B,43.40397731480767,31.8831060843841,12.978772004013855,6.383012813015544,4.816208749168624,1.4677382738284241,5.786215813943595,14.281026708097185,2.2881655076420864,40.6672163952199,0.5156126307954956,0.8805990563247117,31.90207761825799,0,2,2,0.0
18,Senior,1.0353899107303541,India,PM,Org A,42.9513154618451,19.39364982916602,16.327313297478636,18.744100300271,4.649672528442086,2.7041298480492757,0.33942131311613544,11.114203257796706,0.7381102172732252,38.3634798436281,1.8948494947981915,0.5606736596854425,27.902960301081148,0,4,4,0.0
19,Senior,1.955439065596163,Europe,PM,Org B,32.70102168273153,24.72794593414133,21.803380180538525,14.583868437067563,5.825330046363644,2.7969657955099247,5.442941546821862,10.508284251726845,1.952956551701519,39.98893645020122,0.3246686194171866,1.1679676956982294,25.042715452940048,0,0,3,0.0
20,Senior,2.7707227503491527,India,Developer,Org A,47.69089746318445,16.68418611733422,15.132766768997344,22.035065474812907,5.575395214023435,3.6332295165199406,3.2772596465405703,9.858188862311708,3.454310101796491,31.648529971220746,1.7751394120392825,1.0932709106013123,26.690446293256503,6,4,5,78.67558236996777
21,Junior,3.5424248132234926,Europe,Developer,Org B,32.97786733919989,37.36009168004317,15.114287549225617,10.061716837153845,4.605705238083174,0.0,5.40084376105494,6.558080548752965,2.4288210060121482,42.02237661425271,1.5997950744967029,0.6252687683084047,23.927776926291788,4,6,4,76.37112799232435
