PersonId,MetricDate,Agent adoption,Code completions accepted,Code completions suggested,User-initiated chat requests
02995d49-90df-31cf-97ba-5c229a76711f,2026-04-06,false,0,0,0
030041c0-f398-3572-9c7e-3edf3d9d2ea3,2026-04-06,false,0,0,0
03258615-f0ae-3265-b5eb-490bdff3232f,2026-04-06,false,0,0,0
0388e0d9-8d10-3b74-a111-fdac480a0825,2026-04-06,true,4,7,6
04f49ac6-5f35-3df9-b623-c026f24561e1,2026-04-06,false,16,21,11
0555042a-3841-3dc5-bc85-aea0ba8074f5,2026-04-06,false,0,0,0
0594d9cc-176f-3811-b8ff-1badba391ea1,2026-04-06,true,3,6,3
06e33f1d-dda0-31b8-915e-bde6cf9b4012,2026-04-06,false,0,0,0
071015e8-3dae-3fe5-84fb-880f24672395,2026-04-06,false,0,0,0
0769202c-7965-32a1-8d36-1cd52b64377d,2026-04-06,false,1,5,1
0834a8d5-db47-3f2b-8f52-89726cb486de,2026-04-06,false,0,0,0
0bd9c8a1-cf25-3dfe-9380-6143b1183f53,2026-04-06,true,15,25,4
0d06916c-fc74-37b3-8630-7f2eb8b27347,2026-04-06,true,10,23,4
0d27bc97-59cd-32d0-9146-960993fea8f2,2026-04-06,true,8,11,3
0d66e094-d57b-3221-bdb4-ff9f2a6fa6b6,2026-04-06,true,13,25,8
0f7a9277-d005-30c0-8821-910389205cba,2026-04-06,true,1,7,3
103be95c-0738-36fc-9aca-d07b1504909a,2026-04-06,true,13,24,7
108e1055-4067-36ab-86d5-3ac2be2e867f,2026-04-06,false,0,0,0
1094d4eb-2c4b-3c82-bb41-36696a775289,2026-04-06,true,12,30,11
110fff46-fb0b-3e9a-9353-b15cf434f1b7,2026-04-06,false,0,0,0
1176a69b-fd42-3989-9822-360026e942a4,2026-04-06,true,9,13,5
12b66c85-8f8c-33d0-82bb-725890efa8da,2026-04-06,false,0,0,0
15d19e1d-74b8-3948-867f-63a4a1188539,2026-04-06,true,8,13,2
15f19ccf-5f54-370e-914a-19ef0d6e7bfe,2026-04-06,false,0,0,0
176efb99-8d0f-325e-a3e0-daa08e876832,2026-04-06,false,0,0,0
17e9c47e-62ba-33a6-96e1-95ad3c636d22,2026-04-06,false,0,0,0
18a6d5f8-3203-3934-be7c-fef235f8d5ee,2026-04-06,true,1,5,2
18d39ce1-5a60-3a9e-9621-bfa693409e77,2026-04-06,false,0,0,0
19008d6d-be6f-38f0-8a72-4525e9b98022,2026-04-06,false,7,14,3
19fa59d6-c1b5-3e11-ba74-ad111de5584f,2026-04-06,false,32,63,19
1b3fb613-cf66-3fd2-9f95-ff50109c0acd,2026-04-06,false,0,0,0
1b8ddec0-0b4d-34e9-a40b-e101144894e2,2026-04-06,false,0,0,0
1bdab13f-7bc5-3e3d-81c9-f9179619fd90,2026-04-06,true,3,7,5
1c3f0a45-334a-3810-b02a-7ba9181fca95,2026-04-06,true,2,5,1
1e77b604-3a35-382d-aef0-2546310e4c08,2026-04-06,false,0,0,0
1eae9205-92f7-36a7-94c5-cb082b3e7211,2026-04-06,false,0,0,0
1f7e14b9-0bb8-3674-9af2-eeacd8638c48,2026-04-06,false,0,0,0
2111daa9-5dbb-36aa-b675-efab46559d5d,2026-04-06,true,6,9,2
21e18788-026e-37c1-9a0a-259c58a0fc50,2026-04-06,false,11,24,7
226055f6-f55e-381a-9363-c4f462e58856,2026-04-06,false,0,0,0
2269fc50-2d42-3349-9d12-3bc08569d8ae,2026-04-06,false,0,0,0
2331b8d4-3563-3b2b-8bf1-ee54a482c609,2026-04-06,false,0,0,0
28cba5c0-c834-3c34-900a-9d6772fd9c30,2026-04-06,true,5,10,3
29513ef6-a0f9-30aa-b2a3-e67dd9c50f2d,2026-04-06,false,0,5,0
29768e10-7435-3d69-8503-a6f77e57bdcd,2026-04-06,false,0,0,0
2b3c346c-5f49-3232-be35-3443261527b0,2026-04-06,true,12,21,6
2bf4e90b-5fb4-3eb6-92bd-c21ab46e7639,2026-04-06,false,4,8,0
2e76675e-a56d-3d02-b097-dab2c2fef6e5,2026-04-06,false,0,0,0
2fd79494-a377-3a29-a882-b11802cfee0c,2026-04-06,false,0,0,0
2fdf5375-31c8-3c6a-9cf3-12465dbec4a5,2026-04-06,true,10,16,4
2fe9cfc5-7b82-3db6-a301-cee9e440ba85,2026-04-06,false,0,0,0
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-04-06,false,0,0,0
32da1b1b-0d42-3b01-a03e-3891e0cc9afd,2026-04-06,false,0,0,0
33a96067-0e23-3bf3-8d10-cbec5a261a65,2026-04-06,false,0,0,0
3615a797-2def-32a3-a0ae-3a6e8eccf080,2026-04-06,false,0,0,0
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,true,9,25,11
36609ac4-6206-306e-8839-af98e2ad9c27,2026-04-06,false,0,0,0
36f0982a-ff58-3c66-9847-439d640e7d96,2026-04-06,false,0,0,0
3980a3b0-7169-37c1-ba12-f7547a8e9e3b,2026-04-06,true,4,6,5
3a95c147-b6b0-329f-88ad-464e73046bbe,2026-04-06,true,3,7,2
3ab4ce54-3bfa-3a09-8624-c69a02d77632,2026-04-06,false,0,0,1
3c828a67-8a44-3a18-a2db-213948c73e01,2026-04-06,true,6,11,5
3e7f3808-bc28-36c7-8251-a028f5ff5644,2026-04-06,false,7,12,1
3ec4aa61-73df-37f5-af33-ac50b24f1ab5,2026-04-06,false,0,0,0
3f3adad3-22df-3188-a572-bab43c8f0258,2026-04-06,true,19,38,7
3fe600f0-c808-3676-90fe-909ea8b83ca6,2026-04-06,false,0,0,0
41219c74-897b-3ca9-87e5-43da9041ddd3,2026-04-06,false,0,0,0
423348ca-0838-3372-a616-b4cda0468666,2026-04-06,true,3,6,2
4333cd5c-141e-38a1-af2a-a7df714feddb,2026-04-06,false,0,0,0
434188a4-f9da-364f-a6dc-53072f0ec1b3,2026-04-06,true,17,23,6
43538921-75c3-3004-917b-51c3d8e2a3a6,2026-04-06,false,0,0,0
43cc96db-6d25-3ad3-9163-10247bdd66bf,2026-04-06,false,0,0,0
45646b0b-1f90-30c9-a31e-8ff3ce71468c,2026-04-06,false,0,0,0
458e61b5-010d-3520-8683-4ea9ccc7bf9a,2026-04-06,false,0,0,0
460c19ec-738f-33e2-84b8-3a300f8ee989,2026-04-06,false,0,0,0
48a891ca-8770-3a95-9414-af5bad034e5a,2026-04-06,false,3,5,1
48d69815-2eb5-3bb9-a39b-cbe1ceb52e99,2026-04-06,false,0,0,0
4a7af055-4d5f-39bf-b0a0-3e957abd6b60,2026-04-06,false,1,1,0
4b3616f0-ccf1-31e3-810e-f668c2042b23,2026-04-06,true,12,22,3
4c8688bb-e063-39d5-af44-f884b8b1b22f,2026-04-06,false,0,0,0
4c9d57d4-cc8e-3ffa-a7a2-954c71ef5235,2026-04-06,true,11,18,5
4d226a71-65b8-36f4-a5fb-5d234ce30261,2026-04-06,false,0,0,0
4d62a2a6-a8bb-3084-8568-8b0c0e6c53f9,2026-04-06,false,0,0,0
4d843361-b5aa-3b6a-88aa-b89d091cd523,2026-04-06,false,0,0,0
4d8e0306-9402-312c-8735-520e75542ddf,2026-04-06,false,0,0,0
4f2065c7-ece7-384a-a5f8-b1eda61e6331,2026-04-06,false,0,0,0
4f630062-21f6-3266-9acd-c0827dbf5c05,2026-04-06,false,0,0,0
4fbbedf8-7ea9-3ba5-8a18-f658a4f21605,2026-04-06,false,0,0,0
5060be3d-9bbb-3f4e-955c-625e4390c6b7,2026-04-06,true,11,25,7
509c1fe7-94b1-311d-9fd0-979b350e4d61,2026-04-06,false,0,0,0
50be9c42-1c4b-3493-a07c-ffe59fd8491c,2026-04-06,false,0,0,0
5113b093-acec-3c38-870f-b61a2dd6b880,2026-04-06,false,6,14,4
5114ffa9-76f5-3ba1-a764-aa44579d3aed,2026-04-06,false,0,0,0
52412506-0a36-3bbc-b4ff-9579aa41f9b1,2026-04-06,false,4,4,1
524da203-40d7-33a6-8ab6-b21a0cef3c58,2026-04-06,false,0,0,0
52640a3d-22e2-3399-b4f7-aeeb5f284536,2026-04-06,false,0,0,0
5498a54c-7cf2-3cbb-85d5-1078aa3be4a7,2026-04-06,true,2,6,1
54de7dbc-3f9b-3702-b677-fee85da6201d,2026-04-06,true,3,7,6
55ad8c29-20dc-320f-8c21-ac3dfd7685ea,2026-04-06,false,11,19,4
55b0607e-f635-348a-bc83-f4e52515b7ec,2026-04-06,false,0,0,0
5656dbc0-5497-3227-a829-fd8eb574450e,2026-04-06,false,0,0,0
56ab4ff8-d4a1-314d-82eb-cc5055b8d77c,2026-04-06,false,0,0,0
57437979-1053-38bc-8abf-3f9eba7ffc49,2026-04-06,false,0,0,0
577fb2a5-642d-3f7e-8720-21da3c10d3d9,2026-04-06,false,0,0,0
57d3f142-33f4-308b-ae84-b183cc99db1b,2026-04-06,false,0,0,0
585b3bc4-0239-3118-8043-fe70e5d509dc,2026-04-06,false,0,0,0
591e07f6-72df-366d-a512-d5ee900f7c15,2026-04-06,true,6,16,5
59a3ba74-8a6d-3bac-b0c5-c986595ef898,2026-04-06,false,0,0,0
5a3caea3-a6eb-3d9f-8553-ca013793121a,2026-04-06,false,0,0,0
5a91fc01-e54a-36cc-b759-44260109d8b8,2026-04-06,true,7,8,2
5b4c7154-ad7e-3526-aa3c-45e89d71e721,2026-04-06,true,14,22,6
5cb2e039-2dc8-3bad-9d23-4bfddc143afe,2026-04-06,true,16,28,7
5d21d7da-3e33-3ab4-99ef-3ca2c2ff2c69,2026-04-06,true,10,15,2
5d6ffe35-085b-3fc0-abf7-9f02a5c4fb33,2026-04-06,false,7,17,5
5de859d5-b06b-3878-b7f0-64c4e91191df,2026-04-06,false,1,1,0
5f76ba6d-1bf0-3e51-b2e4-3a6d19bc39b9,2026-04-06,false,0,0,0
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-04-06,false,0,0,0
6001b0b7-96fc-3fe1-aef1-329c8e2f62ce,2026-04-06,false,8,16,5
617065f0-5c37-32d6-a3d6-dc223ac898b3,2026-04-06,true,2,12,4
639a5d6e-b6cd-3a2c-94ac-89901964b47b,2026-04-06,false,0,0,0
64b0ba20-1b28-3b6c-9ffc-402714ee0245,2026-04-06,false,5,11,1
67039b27-800b-3a58-9a33-f99a6beae237,2026-04-06,false,0,0,0
677911e4-74ab-36e6-b2e8-9e7f977232fd,2026-04-06,false,0,0,0
