PersonId,MetricDate,Model,Feature,Usage count by model and feature
0388e0d9-8d10-3b74-a111-fdac480a0825,2026-04-06,gpt-5.4-mini,chat_inline,1
0388e0d9-8d10-3b74-a111-fdac480a0825,2026-04-06,gpt-5.4-mini,chat_panel_agent_mode,2
0388e0d9-8d10-3b74-a111-fdac480a0825,2026-04-06,gpt-5.4-mini,chat_panel_ask_mode,3
0388e0d9-8d10-3b74-a111-fdac480a0825,2026-04-06,gpt-5.4-mini,code_completion,4
04f49ac6-5f35-3df9-b623-c026f24561e1,2026-04-06,claude-sonnet-5,code_completion,9
04f49ac6-5f35-3df9-b623-c026f24561e1,2026-04-06,gpt-5.4,chat_inline,4
04f49ac6-5f35-3df9-b623-c026f24561e1,2026-04-06,gpt-5.4,chat_panel_ask_mode,7
04f49ac6-5f35-3df9-b623-c026f24561e1,2026-04-06,gpt-5.4,code_completion,7
0594d9cc-176f-3811-b8ff-1badba391ea1,2026-04-06,gpt-5.4-mini,chat_panel_agent_mode,2
0594d9cc-176f-3811-b8ff-1badba391ea1,2026-04-06,gpt-5.4-mini,chat_panel_edit_mode,1
0594d9cc-176f-3811-b8ff-1badba391ea1,2026-04-06,gpt-5.4-mini,code_completion,3
0769202c-7965-32a1-8d36-1cd52b64377d,2026-04-06,gpt-5.3-codex,chat_panel_edit_mode,1
0769202c-7965-32a1-8d36-1cd52b64377d,2026-04-06,gpt-5.3-codex,code_completion,1
0bd9c8a1-cf25-3dfe-9380-6143b1183f53,2026-04-06,claude-haiku-4.5,agent_edit,1
0bd9c8a1-cf25-3dfe-9380-6143b1183f53,2026-04-06,claude-haiku-4.5,chat_panel_agent_mode,1
0bd9c8a1-cf25-3dfe-9380-6143b1183f53,2026-04-06,claude-haiku-4.5,chat_panel_ask_mode,1
0bd9c8a1-cf25-3dfe-9380-6143b1183f53,2026-04-06,claude-haiku-4.5,code_completion,8
0bd9c8a1-cf25-3dfe-9380-6143b1183f53,2026-04-06,claude-sonnet-5,chat_panel_ask_mode,1
0bd9c8a1-cf25-3dfe-9380-6143b1183f53,2026-04-06,claude-sonnet-5,code_completion,7
0d06916c-fc74-37b3-8630-7f2eb8b27347,2026-04-06,gpt-5.4-mini,agent_edit,2
0d06916c-fc74-37b3-8630-7f2eb8b27347,2026-04-06,gpt-5.4-mini,chat_panel_ask_mode,2
0d06916c-fc74-37b3-8630-7f2eb8b27347,2026-04-06,gpt-5.4-mini,code_completion,10
0d27bc97-59cd-32d0-9146-960993fea8f2,2026-04-06,claude-sonnet-5,code_completion,5
0d27bc97-59cd-32d0-9146-960993fea8f2,2026-04-06,gpt-5.4-mini,chat_panel_agent_mode,3
0d27bc97-59cd-32d0-9146-960993fea8f2,2026-04-06,gpt-5.4-mini,code_completion,3
0d66e094-d57b-3221-bdb4-ff9f2a6fa6b6,2026-04-06,gpt-5.3-codex,agent_edit,6
0d66e094-d57b-3221-bdb4-ff9f2a6fa6b6,2026-04-06,gpt-5.3-codex,chat_panel_custom_mode,2
0d66e094-d57b-3221-bdb4-ff9f2a6fa6b6,2026-04-06,gpt-5.3-codex,code_completion,13
0f7a9277-d005-30c0-8821-910389205cba,2026-04-06,gpt-5.4,chat_inline,1
0f7a9277-d005-30c0-8821-910389205cba,2026-04-06,gpt-5.4-mini,chat_panel_agent_mode,1
0f7a9277-d005-30c0-8821-910389205cba,2026-04-06,gpt-5.4-mini,code_completion,1
0f7a9277-d005-30c0-8821-910389205cba,2026-04-06,gpt-5.4-mini,copilot_cli,1
103be95c-0738-36fc-9aca-d07b1504909a,2026-04-06,claude-sonnet-5,chat_inline,1
103be95c-0738-36fc-9aca-d07b1504909a,2026-04-06,claude-sonnet-5,chat_panel_plan_mode,1
103be95c-0738-36fc-9aca-d07b1504909a,2026-04-06,claude-sonnet-5,code_completion,7
103be95c-0738-36fc-9aca-d07b1504909a,2026-04-06,claude-sonnet-5,copilot_cli,3
103be95c-0738-36fc-9aca-d07b1504909a,2026-04-06,gpt-5.4-mini,chat_panel_plan_mode,1
103be95c-0738-36fc-9aca-d07b1504909a,2026-04-06,gpt-5.4-mini,code_completion,6
103be95c-0738-36fc-9aca-d07b1504909a,2026-04-06,gpt-5.4-mini,copilot_cli,1
1094d4eb-2c4b-3c82-bb41-36696a775289,2026-04-06,gpt-5.6-terra,chat_inline,4
1094d4eb-2c4b-3c82-bb41-36696a775289,2026-04-06,gpt-5.6-terra,chat_panel_agent_mode,4
1094d4eb-2c4b-3c82-bb41-36696a775289,2026-04-06,gpt-5.6-terra,chat_panel_edit_mode,3
1094d4eb-2c4b-3c82-bb41-36696a775289,2026-04-06,gpt-5.6-terra,code_completion,12
1176a69b-fd42-3989-9822-360026e942a4,2026-04-06,gpt-5.6-terra,chat_inline,2
1176a69b-fd42-3989-9822-360026e942a4,2026-04-06,gpt-5.6-terra,chat_panel_agent_mode,2
1176a69b-fd42-3989-9822-360026e942a4,2026-04-06,gpt-5.6-terra,chat_panel_ask_mode,1
1176a69b-fd42-3989-9822-360026e942a4,2026-04-06,gpt-5.6-terra,code_completion,9
15d19e1d-74b8-3948-867f-63a4a1188539,2026-04-06,claude-haiku-4.5,agent_edit,1
15d19e1d-74b8-3948-867f-63a4a1188539,2026-04-06,claude-haiku-4.5,code_completion,3
15d19e1d-74b8-3948-867f-63a4a1188539,2026-04-06,gpt-5.3-codex,chat_panel_ask_mode,1
15d19e1d-74b8-3948-867f-63a4a1188539,2026-04-06,gpt-5.3-codex,code_completion,3
15d19e1d-74b8-3948-867f-63a4a1188539,2026-04-06,gpt-5.4-mini,code_completion,2
18a6d5f8-3203-3934-be7c-fef235f8d5ee,2026-04-06,gpt-5.4-mini,chat_panel_agent_mode,2
18a6d5f8-3203-3934-be7c-fef235f8d5ee,2026-04-06,gpt-5.4-mini,code_completion,1
19008d6d-be6f-38f0-8a72-4525e9b98022,2026-04-06,gpt-5.6-terra,chat_panel_edit_mode,3
19008d6d-be6f-38f0-8a72-4525e9b98022,2026-04-06,gpt-5.6-terra,code_completion,7
19fa59d6-c1b5-3e11-ba74-ad111de5584f,2026-04-06,gpt-5.3-codex,chat_panel_ask_mode,5
19fa59d6-c1b5-3e11-ba74-ad111de5584f,2026-04-06,gpt-5.3-codex,code_completion,10
19fa59d6-c1b5-3e11-ba74-ad111de5584f,2026-04-06,gpt-5.4-mini,chat_panel_ask_mode,6
19fa59d6-c1b5-3e11-ba74-ad111de5584f,2026-04-06,gpt-5.4-mini,code_completion,14
19fa59d6-c1b5-3e11-ba74-ad111de5584f,2026-04-06,gpt-5.6-terra,chat_panel_ask_mode,8
19fa59d6-c1b5-3e11-ba74-ad111de5584f,2026-04-06,gpt-5.6-terra,code_completion,8
1bdab13f-7bc5-3e3d-81c9-f9179619fd90,2026-04-06,gpt-5.4-mini,chat_panel_agent_mode,3
1bdab13f-7bc5-3e3d-81c9-f9179619fd90,2026-04-06,gpt-5.4-mini,chat_panel_custom_mode,2
1bdab13f-7bc5-3e3d-81c9-f9179619fd90,2026-04-06,gpt-5.4-mini,code_completion,3
1c3f0a45-334a-3810-b02a-7ba9181fca95,2026-04-06,claude-sonnet-5,chat_panel_agent_mode,1
1c3f0a45-334a-3810-b02a-7ba9181fca95,2026-04-06,claude-sonnet-5,code_completion,2
2111daa9-5dbb-36aa-b675-efab46559d5d,2026-04-06,claude-haiku-4.5,chat_panel_agent_mode,1
2111daa9-5dbb-36aa-b675-efab46559d5d,2026-04-06,claude-haiku-4.5,chat_panel_plan_mode,1
2111daa9-5dbb-36aa-b675-efab46559d5d,2026-04-06,claude-haiku-4.5,code_completion,6
21e18788-026e-37c1-9a0a-259c58a0fc50,2026-04-06,gpt-5.4,chat_inline,4
21e18788-026e-37c1-9a0a-259c58a0fc50,2026-04-06,gpt-5.4,chat_panel_ask_mode,3
21e18788-026e-37c1-9a0a-259c58a0fc50,2026-04-06,gpt-5.4,code_completion,11
28cba5c0-c834-3c34-900a-9d6772fd9c30,2026-04-06,gpt-5.6-terra,chat_panel_agent_mode,2
28cba5c0-c834-3c34-900a-9d6772fd9c30,2026-04-06,gpt-5.6-terra,chat_panel_ask_mode,1
28cba5c0-c834-3c34-900a-9d6772fd9c30,2026-04-06,gpt-5.6-terra,code_completion,5
2b3c346c-5f49-3232-be35-3443261527b0,2026-04-06,gpt-5.4,agent_edit,1
2b3c346c-5f49-3232-be35-3443261527b0,2026-04-06,gpt-5.4,chat_panel_edit_mode,1
2b3c346c-5f49-3232-be35-3443261527b0,2026-04-06,gpt-5.4,code_completion,9
2b3c346c-5f49-3232-be35-3443261527b0,2026-04-06,gpt-5.4-mini,agent_edit,2
2b3c346c-5f49-3232-be35-3443261527b0,2026-04-06,gpt-5.4-mini,chat_panel_edit_mode,2
2b3c346c-5f49-3232-be35-3443261527b0,2026-04-06,gpt-5.4-mini,code_completion,3
2bf4e90b-5fb4-3eb6-92bd-c21ab46e7639,2026-04-06,claude-haiku-4.5,code_completion,4
2fdf5375-31c8-3c6a-9cf3-12465dbec4a5,2026-04-06,gpt-5.4-mini,agent_edit,3
2fdf5375-31c8-3c6a-9cf3-12465dbec4a5,2026-04-06,gpt-5.4-mini,chat_panel_custom_mode,1
2fdf5375-31c8-3c6a-9cf3-12465dbec4a5,2026-04-06,gpt-5.4-mini,code_completion,10
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,gpt-5.3-codex,chat_inline,2
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,gpt-5.3-codex,chat_panel_agent_mode,5
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,gpt-5.3-codex,code_completion,4
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,gpt-5.4,chat_inline,1
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,gpt-5.4,chat_panel_ask_mode,1
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,gpt-5.4,code_completion,3
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,gpt-5.6-terra,chat_panel_agent_mode,2
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,gpt-5.6-terra,code_completion,2
3980a3b0-7169-37c1-ba12-f7547a8e9e3b,2026-04-06,gpt-5.4,chat_inline,2
3980a3b0-7169-37c1-ba12-f7547a8e9e3b,2026-04-06,gpt-5.4,chat_panel_agent_mode,2
3980a3b0-7169-37c1-ba12-f7547a8e9e3b,2026-04-06,gpt-5.4,code_completion,4
3980a3b0-7169-37c1-ba12-f7547a8e9e3b,2026-04-06,gpt-5.4,copilot_cli,1
3a95c147-b6b0-329f-88ad-464e73046bbe,2026-04-06,gpt-5.4,code_completion,1
3a95c147-b6b0-329f-88ad-464e73046bbe,2026-04-06,gpt-5.4,copilot_cli,2
3a95c147-b6b0-329f-88ad-464e73046bbe,2026-04-06,gpt-5.4-mini,code_completion,2
3ab4ce54-3bfa-3a09-8624-c69a02d77632,2026-04-06,gpt-5.4,chat_panel_plan_mode,1
3c828a67-8a44-3a18-a2db-213948c73e01,2026-04-06,gpt-5.4,agent_edit,2
3c828a67-8a44-3a18-a2db-213948c73e01,2026-04-06,gpt-5.4,chat_panel_ask_mode,2
3c828a67-8a44-3a18-a2db-213948c73e01,2026-04-06,gpt-5.4,code_completion,3
3c828a67-8a44-3a18-a2db-213948c73e01,2026-04-06,gpt-5.6-terra,agent_edit,1
3c828a67-8a44-3a18-a2db-213948c73e01,2026-04-06,gpt-5.6-terra,code_completion,3
3e7f3808-bc28-36c7-8251-a028f5ff5644,2026-04-06,gpt-5.3-codex,code_completion,4
3e7f3808-bc28-36c7-8251-a028f5ff5644,2026-04-06,gpt-5.4,chat_panel_ask_mode,1
3e7f3808-bc28-36c7-8251-a028f5ff5644,2026-04-06,gpt-5.4,code_completion,3
3f3adad3-22df-3188-a572-bab43c8f0258,2026-04-06,claude-haiku-4.5,agent_edit,1
3f3adad3-22df-3188-a572-bab43c8f0258,2026-04-06,claude-haiku-4.5,chat_panel_ask_mode,1
3f3adad3-22df-3188-a572-bab43c8f0258,2026-04-06,claude-haiku-4.5,code_completion,13
3f3adad3-22df-3188-a572-bab43c8f0258,2026-04-06,claude-haiku-4.5,copilot_app,1
3f3adad3-22df-3188-a572-bab43c8f0258,2026-04-06,gpt-5.6-terra,agent_edit,3
3f3adad3-22df-3188-a572-bab43c8f0258,2026-04-06,gpt-5.6-terra,code_completion,6
3f3adad3-22df-3188-a572-bab43c8f0258,2026-04-06,gpt-5.6-terra,copilot_app,1
423348ca-0838-3372-a616-b4cda0468666,2026-04-06,gpt-5.3-codex,code_completion,2
423348ca-0838-3372-a616-b4cda0468666,2026-04-06,gpt-5.4,code_completion,1
423348ca-0838-3372-a616-b4cda0468666,2026-04-06,gpt-5.4-mini,chat_inline,1
423348ca-0838-3372-a616-b4cda0468666,2026-04-06,gpt-5.4-mini,copilot_app,1
434188a4-f9da-364f-a6dc-53072f0ec1b3,2026-04-06,claude-sonnet-5,chat_panel_agent_mode,2
434188a4-f9da-364f-a6dc-53072f0ec1b3,2026-04-06,claude-sonnet-5,chat_panel_custom_mode,1
434188a4-f9da-364f-a6dc-53072f0ec1b3,2026-04-06,claude-sonnet-5,code_completion,7
434188a4-f9da-364f-a6dc-53072f0ec1b3,2026-04-06,gpt-5.6-terra,chat_panel_agent_mode,2
434188a4-f9da-364f-a6dc-53072f0ec1b3,2026-04-06,gpt-5.6-terra,chat_panel_custom_mode,1
434188a4-f9da-364f-a6dc-53072f0ec1b3,2026-04-06,gpt-5.6-terra,code_completion,10
48a891ca-8770-3a95-9414-af5bad034e5a,2026-04-06,gpt-5.4-mini,chat_panel_ask_mode,1
48a891ca-8770-3a95-9414-af5bad034e5a,2026-04-06,gpt-5.4-mini,code_completion,3
4a7af055-4d5f-39bf-b0a0-3e957abd6b60,2026-04-06,claude-haiku-4.5,code_completion,1
4b3616f0-ccf1-31e3-810e-f668c2042b23,2026-04-06,gpt-5.4,chat_inline,2
4b3616f0-ccf1-31e3-810e-f668c2042b23,2026-04-06,gpt-5.4,code_completion,7
4b3616f0-ccf1-31e3-810e-f668c2042b23,2026-04-06,gpt-5.4-mini,chat_panel_agent_mode,1
4b3616f0-ccf1-31e3-810e-f668c2042b23,2026-04-06,gpt-5.4-mini,code_completion,5
4c9d57d4-cc8e-3ffa-a7a2-954c71ef5235,2026-04-06,claude-haiku-4.5,agent_edit,3
4c9d57d4-cc8e-3ffa-a7a2-954c71ef5235,2026-04-06,claude-haiku-4.5,chat_panel_ask_mode,1
