PersonId,MetricDate,Feature,Feature Usage Count
02995d49-90df-31cf-97ba-5c229a76711f,2026-04-06,agent_edit,5
02995d49-90df-31cf-97ba-5c229a76711f,2026-04-06,chat_inline,3
02995d49-90df-31cf-97ba-5c229a76711f,2026-04-06,code_completion,5
0834a8d5-db47-3f2b-8f52-89726cb486de,2026-04-06,chat_inline,6
0834a8d5-db47-3f2b-8f52-89726cb486de,2026-04-06,chat_panel_unknown_mode,3
0834a8d5-db47-3f2b-8f52-89726cb486de,2026-04-06,code_completion,8
0834a8d5-db47-3f2b-8f52-89726cb486de,2026-04-06,copilot_app,2
0bd9c8a1-cf25-3dfe-9380-6143b1183f53,2026-04-06,chat_inline,2
0bd9c8a1-cf25-3dfe-9380-6143b1183f53,2026-04-06,chat_panel_agent_mode,2
0bd9c8a1-cf25-3dfe-9380-6143b1183f53,2026-04-06,chat_panel_ask_mode,5
0bd9c8a1-cf25-3dfe-9380-6143b1183f53,2026-04-06,chat_panel_edit_mode,3
0bd9c8a1-cf25-3dfe-9380-6143b1183f53,2026-04-06,code_completion,3
103be95c-0738-36fc-9aca-d07b1504909a,2026-04-06,chat_inline,1
103be95c-0738-36fc-9aca-d07b1504909a,2026-04-06,chat_panel_ask_mode,8
103be95c-0738-36fc-9aca-d07b1504909a,2026-04-06,code_completion,7
108e1055-4067-36ab-86d5-3ac2be2e867f,2026-04-06,chat_panel_agent_mode,2
108e1055-4067-36ab-86d5-3ac2be2e867f,2026-04-06,chat_panel_ask_mode,13
108e1055-4067-36ab-86d5-3ac2be2e867f,2026-04-06,chat_panel_edit_mode,3
1094d4eb-2c4b-3c82-bb41-36696a775289,2026-04-06,agent_edit,1
1094d4eb-2c4b-3c82-bb41-36696a775289,2026-04-06,chat_panel_ask_mode,12
1094d4eb-2c4b-3c82-bb41-36696a775289,2026-04-06,code_completion,3
1094d4eb-2c4b-3c82-bb41-36696a775289,2026-04-06,copilot_cli,3
12b66c85-8f8c-33d0-82bb-725890efa8da,2026-04-06,agent_edit,1
12b66c85-8f8c-33d0-82bb-725890efa8da,2026-04-06,chat_inline,4
12b66c85-8f8c-33d0-82bb-725890efa8da,2026-04-06,chat_panel_ask_mode,2
12b66c85-8f8c-33d0-82bb-725890efa8da,2026-04-06,code_completion,6
12b66c85-8f8c-33d0-82bb-725890efa8da,2026-04-06,copilot_cli,2
15d19e1d-74b8-3948-867f-63a4a1188539,2026-04-06,agent_edit,6
15d19e1d-74b8-3948-867f-63a4a1188539,2026-04-06,chat_inline,2
15d19e1d-74b8-3948-867f-63a4a1188539,2026-04-06,code_completion,8
15d19e1d-74b8-3948-867f-63a4a1188539,2026-04-06,copilot_cli,4
15f19ccf-5f54-370e-914a-19ef0d6e7bfe,2026-04-06,chat_inline,5
15f19ccf-5f54-370e-914a-19ef0d6e7bfe,2026-04-06,chat_panel_ask_mode,6
15f19ccf-5f54-370e-914a-19ef0d6e7bfe,2026-04-06,chat_panel_unknown_mode,4
15f19ccf-5f54-370e-914a-19ef0d6e7bfe,2026-04-06,code_completion,12
15f19ccf-5f54-370e-914a-19ef0d6e7bfe,2026-04-06,copilot_app,3
17e9c47e-62ba-33a6-96e1-95ad3c636d22,2026-04-06,chat_inline,7
17e9c47e-62ba-33a6-96e1-95ad3c636d22,2026-04-06,chat_panel_ask_mode,11
17e9c47e-62ba-33a6-96e1-95ad3c636d22,2026-04-06,code_completion,12
18d39ce1-5a60-3a9e-9621-bfa693409e77,2026-04-06,chat_panel_agent_mode,2
18d39ce1-5a60-3a9e-9621-bfa693409e77,2026-04-06,chat_panel_ask_mode,1
18d39ce1-5a60-3a9e-9621-bfa693409e77,2026-04-06,chat_panel_edit_mode,1
19fa59d6-c1b5-3e11-ba74-ad111de5584f,2026-04-06,agent_edit,7
19fa59d6-c1b5-3e11-ba74-ad111de5584f,2026-04-06,chat_inline,2
19fa59d6-c1b5-3e11-ba74-ad111de5584f,2026-04-06,chat_panel_ask_mode,5
19fa59d6-c1b5-3e11-ba74-ad111de5584f,2026-04-06,code_completion,1
1bdab13f-7bc5-3e3d-81c9-f9179619fd90,2026-04-06,chat_inline,1
1bdab13f-7bc5-3e3d-81c9-f9179619fd90,2026-04-06,chat_panel_ask_mode,4
1bdab13f-7bc5-3e3d-81c9-f9179619fd90,2026-04-06,code_completion,8
1eae9205-92f7-36a7-94c5-cb082b3e7211,2026-04-06,chat_panel_agent_mode,4
1eae9205-92f7-36a7-94c5-cb082b3e7211,2026-04-06,chat_panel_ask_mode,4
1eae9205-92f7-36a7-94c5-cb082b3e7211,2026-04-06,chat_panel_plan_mode,2
1eae9205-92f7-36a7-94c5-cb082b3e7211,2026-04-06,code_completion,1
221e9e1f-4d97-3377-bd33-6a1b0c96bccd,2026-04-06,chat_inline,3
221e9e1f-4d97-3377-bd33-6a1b0c96bccd,2026-04-06,chat_panel_unknown_mode,4
221e9e1f-4d97-3377-bd33-6a1b0c96bccd,2026-04-06,code_completion,19
221e9e1f-4d97-3377-bd33-6a1b0c96bccd,2026-04-06,copilot_app,9
2331b8d4-3563-3b2b-8bf1-ee54a482c609,2026-04-06,chat_inline,1
2331b8d4-3563-3b2b-8bf1-ee54a482c609,2026-04-06,chat_panel_ask_mode,1
2331b8d4-3563-3b2b-8bf1-ee54a482c609,2026-04-06,chat_panel_plan_mode,1
28cba5c0-c834-3c34-900a-9d6772fd9c30,2026-04-06,chat_inline,2
28cba5c0-c834-3c34-900a-9d6772fd9c30,2026-04-06,chat_panel_ask_mode,10
28cba5c0-c834-3c34-900a-9d6772fd9c30,2026-04-06,chat_panel_custom_mode,4
28cba5c0-c834-3c34-900a-9d6772fd9c30,2026-04-06,code_completion,4
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,agent_edit,1
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,chat_inline,5
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,chat_panel_ask_mode,6
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,code_completion,6
363a066c-58b6-3bcf-a7b0-e9729a735ba7,2026-04-06,copilot_cli,2
3e7f3808-bc28-36c7-8251-a028f5ff5644,2026-04-06,code_completion,6
3f3adad3-22df-3188-a572-bab43c8f0258,2026-04-06,agent_edit,4
3f3adad3-22df-3188-a572-bab43c8f0258,2026-04-06,copilot_cli,4
460c19ec-738f-33e2-84b8-3a300f8ee989,2026-04-06,agent_edit,5
460c19ec-738f-33e2-84b8-3a300f8ee989,2026-04-06,chat_inline,1
460c19ec-738f-33e2-84b8-3a300f8ee989,2026-04-06,chat_panel_ask_mode,2
460c19ec-738f-33e2-84b8-3a300f8ee989,2026-04-06,code_completion,3
460c19ec-738f-33e2-84b8-3a300f8ee989,2026-04-06,copilot_cli,1
48a891ca-8770-3a95-9414-af5bad034e5a,2026-04-06,chat_panel_edit_mode,3
48a891ca-8770-3a95-9414-af5bad034e5a,2026-04-06,code_completion,3
4b3616f0-ccf1-31e3-810e-f668c2042b23,2026-04-06,agent_edit,5
4b3616f0-ccf1-31e3-810e-f668c2042b23,2026-04-06,chat_inline,4
4b3616f0-ccf1-31e3-810e-f668c2042b23,2026-04-06,chat_panel_ask_mode,8
4b3616f0-ccf1-31e3-810e-f668c2042b23,2026-04-06,code_completion,4
4b3616f0-ccf1-31e3-810e-f668c2042b23,2026-04-06,copilot_cli,1
4d8e0306-9402-312c-8735-520e75542ddf,2026-04-06,agent_edit,3
4d8e0306-9402-312c-8735-520e75542ddf,2026-04-06,chat_inline,3
4d8e0306-9402-312c-8735-520e75542ddf,2026-04-06,chat_panel_ask_mode,3
4d8e0306-9402-312c-8735-520e75542ddf,2026-04-06,code_completion,2
4d8e0306-9402-312c-8735-520e75542ddf,2026-04-06,copilot_cli,4
4fbbedf8-7ea9-3ba5-8a18-f658a4f21605,2026-04-06,agent_edit,1
4fbbedf8-7ea9-3ba5-8a18-f658a4f21605,2026-04-06,chat_inline,1
4fbbedf8-7ea9-3ba5-8a18-f658a4f21605,2026-04-06,chat_panel_ask_mode,1
4fbbedf8-7ea9-3ba5-8a18-f658a4f21605,2026-04-06,code_completion,1
4fbbedf8-7ea9-3ba5-8a18-f658a4f21605,2026-04-06,copilot_cli,1
524da203-40d7-33a6-8ab6-b21a0cef3c58,2026-04-06,chat_inline,1
524da203-40d7-33a6-8ab6-b21a0cef3c58,2026-04-06,chat_panel_ask_mode,2
524da203-40d7-33a6-8ab6-b21a0cef3c58,2026-04-06,code_completion,3
54de7dbc-3f9b-3702-b677-fee85da6201d,2026-04-06,copilot_cli,7
577fb2a5-642d-3f7e-8720-21da3c10d3d9,2026-04-06,chat_inline,1
