"PersonId","Team","Model","Share"
"P00001","Platform","GPT-4.1",0.15905621725454
"P00001","Platform","GPT-5 mini",0.245374417843943
"P00001","Platform","Claude Sonnet",0.19657001049598
"P00001","Platform","o4-mini",0.157953071948766
"P00001","Platform","Default",0.241046282456771
"P00002","Payments","GPT-4.1",0.265835116704446
"P00002","Payments","GPT-5 mini",0.177146220180284
"P00002","Payments","Claude Sonnet",0.143239685506835
"P00002","Payments","o4-mini",0.139899795945528
"P00002","Payments","Default",0.273879181662907
"P00003","Developer Experience","GPT-4.1",0.348009798974863
"P00003","Developer Experience","GPT-5 mini",0.110348412990147
"P00003","Developer Experience","Claude Sonnet",0.296232476444372
"P00003","Developer Experience","o4-mini",0.106558979312699
"P00003","Developer Experience","Default",0.138850332277918
"P00004","Mobile","GPT-4.1",0.101420666459407
"P00004","Mobile","GPT-5 mini",0.0934821579234855
"P00004","Mobile","Claude Sonnet",0.0983854299584102
"P00004","Mobile","o4-mini",0.151444655140035
"P00004","Mobile","Default",0.555267090518662
"P00005","Payments","GPT-4.1",0.342247224528452
"P00005","Payments","GPT-5 mini",0.14549546611021
"P00005","Payments","Claude Sonnet",0.303478829389374
"P00005","Payments","o4-mini",0.0444805696634576
"P00005","Payments","Default",0.164297910308507
"P00006","Payments","GPT-4.1",0.108381810806932
"P00006","Payments","GPT-5 mini",0.12941516808446
"P00006","Payments","Claude Sonnet",0.148949133060629
"P00006","Payments","o4-mini",0.167016288177404
"P00006","Payments","Default",0.446237599870575
"P00007","Identity","GPT-4.1",0.105579334408503
"P00007","Identity","GPT-5 mini",0.194463194799632
"P00007","Identity","Claude Sonnet",0.116600058304942
"P00007","Identity","o4-mini",0.198245104268684
"P00007","Identity","Default",0.385112308218238
"P00008","Platform","GPT-4.1",0.267860801587513
"P00008","Platform","GPT-5 mini",0.130130465787426
"P00008","Platform","Claude Sonnet",0.217269559194787
"P00008","Platform","o4-mini",0.109841640915115
"P00008","Platform","Default",0.274897532515158
"P00009","Platform","GPT-4.1",0.199406404285484
"P00009","Platform","GPT-5 mini",0.0748997636832179
"P00009","Platform","Claude Sonnet",0.292531393614998
"P00009","Platform","o4-mini",0.217247692398338
"P00009","Platform","Default",0.215914746017963
"P00010","Data Engineering","GPT-4.1",0.243289748810688
"P00010","Data Engineering","GPT-5 mini",0.147884936065254
"P00010","Data Engineering","Claude Sonnet",0.203447715727194
"P00010","Data Engineering","o4-mini",0.187377568159255
"P00010","Data Engineering","Default",0.218000031237609
"P00011","Payments","GPT-4.1",0.265311054038671
"P00011","Payments","GPT-5 mini",0.292860200372856
"P00011","Payments","Claude Sonnet",0.143932524315678
"P00011","Payments","o4-mini",0.123287832041187
"P00011","Payments","Default",0.174608389231607
"P00012","Platform","GPT-4.1",0.234307102800359
"P00012","Platform","GPT-5 mini",0.138454238677163
"P00012","Platform","Claude Sonnet",0.353547381952653
"P00012","Platform","o4-mini",0.0988421455298855
"P00012","Platform","Default",0.17484913103994
"P00013","Platform","GPT-4.1",0.189770664446913
"P00013","Platform","GPT-5 mini",0.156919758911884
"P00013","Platform","Claude Sonnet",0.301224939226603
"P00013","Platform","o4-mini",0.139132505682264
"P00013","Platform","Default",0.212952131732336
"P00014","Developer Experience","GPT-4.1",0.286540563771773
"P00014","Developer Experience","GPT-5 mini",0.121249283684492
"P00014","Developer Experience","Claude Sonnet",0.344902831298807
"P00014","Developer Experience","o4-mini",0.113235107767067
"P00014","Developer Experience","Default",0.134072213477862
"P00015","Payments","GPT-4.1",0.231647102358391
"P00015","Payments","GPT-5 mini",0.205473657341055
"P00015","Payments","Claude Sonnet",0.135929372453704
"P00015","Payments","o4-mini",0.178416914664069
"P00015","Payments","Default",0.24853295318278
"P00016","Payments","GPT-4.1",0.144342913663795
"P00016","Payments","GPT-5 mini",0.17436921960865
"P00016","Payments","Claude Sonnet",0.237856496213906
"P00016","Payments","o4-mini",0.101539154113467
"P00016","Payments","Default",0.341892216400182
"P00017","Platform","GPT-4.1",0.302536703083038
"P00017","Platform","GPT-5 mini",0.165564117965605
"P00017","Platform","Claude Sonnet",0.172208485533608
"P00017","Platform","o4-mini",0.118371896642121
"P00017","Platform","Default",0.241318796775628
"P00018","Data Engineering","GPT-4.1",0.206633351415394
"P00018","Data Engineering","GPT-5 mini",0.225172212595463
