"PersonId","Language","Share"
"P00001","TypeScript",0.606553468910669
"P00001","Python",0.160604285914853
"P00001","Java",0.0706242851792213
"P00001","Go",0.0168833370700934
"P00001","C#",0.0994860442164893
"P00001","SQL",0.0458485787086741
"P00002","TypeScript",0.0854590983243639
"P00002","Python",0.0258203675126315
"P00002","Java",0.150131707314574
"P00002","Go",0.0849732405137572
"P00002","C#",0.603868496427583
"P00002","SQL",0.0497470899070898
"P00003","TypeScript",0.020128254000762
"P00003","Python",0.216303947558323
"P00003","Java",0.330605768288092
"P00003","Go",0.0699004222968245
"P00003","C#",0.159268801418747
"P00003","SQL",0.203792806437252
"P00004","TypeScript",0.323742846317198
"P00004","Python",0.0635567074533812
"P00004","Java",0.138050183423263
"P00004","Go",0.244154394470402
"P00004","C#",0.215603604244362
"P00004","SQL",0.0148922640913935
"P00005","TypeScript",0.204211540821566
"P00005","Python",0.0669942422452237
"P00005","Java",0.192410164907188
"P00005","Go",0.170050045026025
"P00005","C#",0.0973948229466985
"P00005","SQL",0.268939184053299
"P00006","TypeScript",0.120107106245692
"P00006","Python",0.0577203575780111
"P00006","Java",0.318476833861405
"P00006","Go",0.368397734293038
"P00006","C#",0.0580916809192264
"P00006","SQL",0.0772062871026272
"P00007","TypeScript",0.336091886356454
"P00007","Python",0.108729252668446
"P00007","Java",0.0753221005957392
"P00007","Go",0.24070323220829
"P00007","C#",0.0941615117092721
"P00007","SQL",0.144992016461799
"P00008","TypeScript",0.078937491649271
"P00008","Python",0.188607608908456
"P00008","Java",0.391925275498351
"P00008","Go",0.0906290298827781
"P00008","C#",0.0404597904702023
"P00008","SQL",0.209440803590942
"P00009","TypeScript",0.499942303486903
"P00009","Python",0.0761774904196682
"P00009","Java",0.0606158244185422
"P00009","Go",0.13959994866694
"P00009","C#",0.0672504009517939
"P00009","SQL",0.156414032056153
"P00010","TypeScript",0.0428907917652238
"P00010","Python",0.391850975176969
"P00010","Java",0.22640067802482
"P00010","Go",0.129272858228619
"P00010","C#",0.182658052218604
"P00010","SQL",0.0269266445857652
